time	SWin	LWin	t2m	rh	u2	tp	sf	press
1980-01-01 00:00:00	1.528889	411.00833	270.35718	100.0	2.4703894208547554	0.0	0.0	699.8912345170356
1980-01-01 06:00:00	0.0	404.38055	269.39853	100.0	1.4537811993299201	0.269413	0.0	701.4279621677365
1980-01-01 12:00:00	29.084444	425.10083	267.9303	100.0	2.2256877258448218	1.390934	0.0	703.4120711746087
1980-01-01 18:00:00	214.57777	428.37277	267.08795	100.0	4.14543922893373	0.34189224	0.0	702.9239187153812
