time	SWin	LWin	t2m	rh	u2	tp	sf	press
1979-01-01 00:00:00	1.5466666	417.6025	271.84348	100.0	1.288618054392863	0.0	0.0	698.7328779442288
1979-01-01 06:00:00	0.0	407.93195	269.2826	100.0	2.9944986758557555	0.0	0.0	700.4425123289699
1979-01-01 12:00:00	111.28889	397.13556	268.75183	100.0	1.6966264475933088	0.0	0.0	701.7691185004733
1979-01-01 18:00:00	835.30664	422.5122	273.5735	90.80059	2.9334432041425322	1.6593933	0.0	700.7169869511009
